siren;trancheEffectifsEtablissement;anneeEffectifsEtablissement;trancheEffectifsEtablissement_texte
067800425;41.0;2017.0;500 à 999 salariés
067800425;41.0;2017.0;500 à 999 salariés
067800425;41.0;2017.0;500 à 999 salariés
067800425;41.0;2017.0;500 à 999 salariés
067800425;41.0;2017.0;500 à 999 salariés
067800425;41.0;2017.0;500 à 999 salariés
071502397;42.0;2017.0;1 000 à 1 999 salariés
072801749;41.0;2017.0;500 à 999 salariés
085980357;41.0;2017.0;500 à 999 salariés
086280393;41.0;2017.0;500 à 999 salariés
086280393;42.0;2017.0;1 000 à 1 999 salariés
086380730;41.0;2017.0;500 à 999 salariés
086380730;41.0;2017.0;500 à 999 salariés
086920394;41.0;2017.0;500 à 999 salariés
087280061;41.0;2017.0;500 à 999 salariés
100000017;41.0;2017.0;500 à 999 salariés
110000023;51.0;2017.0;2 000 à 4 999 salariés
110000072;41.0;2017.0;500 à 999 salariés
110000239;41.0;2017.0;500 à 999 salariés
110000262;41.0;2017.0;500 à 999 salariés
110000270;41.0;2017.0;500 à 999 salariés
110000288;41.0;2017.0;500 à 999 salariés
110001013;41.0;2017.0;500 à 999 salariés
110002011;41.0;2017.0;500 à 999 salariés
110006012;41.0;2017.0;500 à 999 salariés
110010014;42.0;2017.0;1 000 à 1 999 salariés
110014016;41.0;2017.0;500 à 999 salariés
110020013;41.0;2017.0;500 à 999 salariés
110090016;42.0;2017.0;1 000 à 1 999 salariés
120000120;41.0;2017.0;500 à 999 salariés
120000187;41.0;2017.0;500 à 999 salariés
120000328;41.0;2017.0;500 à 999 salariés
120001029;41.0;2017.0;500 à 999 salariés
120006010;41.0;2017.0;500 à 999 salariés
120006051;41.0;2017.0;500 à 999 salariés
120014063;41.0;2017.0;500 à 999 salariés
120015011;42.0;2017.0;1 000 à 1 999 salariés
120015029;41.0;2017.0;500 à 999 salariés
120015029;41.0;2017.0;500 à 999 salariés
120015029;41.0;2017.0;500 à 999 salariés
120015045;41.0;2017.0;500 à 999 salariés
120015144;42.0;2017.0;1 000 à 1 999 salariés
120015177;41.0;2017.0;500 à 999 salariés
120020011;41.0;2017.0;500 à 999 salariés
120023015;41.0;2017.0;500 à 999 salariés
120025036;41.0;2017.0;500 à 999 salariés
120027016;42.0;2017.0;1 000 à 1 999 salariés
120067012;41.0;2017.0;500 à 999 salariés
130002884;42.0;2017.0;1 000 à 1 999 salariés
130003627;42.0;2017.0;1 000 à 1 999 salariés
130003742;51.0;2017.0;2 000 à 4 999 salariés
130004278;51.0;2017.0;2 000 à 4 999 salariés
130004955;51.0;2017.0;2 000 à 4 999 salariés
130004955;41.0;2017.0;500 à 999 salariés
130005457;51.0;2017.0;2 000 à 4 999 salariés
130005481;42.0;2017.0;1 000 à 1 999 salariés
130005481;41.0;2017.0;500 à 999 salariés
130005481;41.0;2017.0;500 à 999 salariés
130006018;41.0;2017.0;500 à 999 salariés
130006042;41.0;2017.0;500 à 999 salariés
130006364;41.0;2017.0;500 à 999 salariés
130006372;41.0;2017.0;500 à 999 salariés
130006570;41.0;2017.0;500 à 999 salariés
130006729;41.0;2017.0;500 à 999 salariés
130007230;41.0;2017.0;500 à 999 salariés
130007255;41.0;2017.0;500 à 999 salariés
130007297;41.0;2017.0;500 à 999 salariés
130008121;42.0;2017.0;1 000 à 1 999 salariés
130008352;41.0;2017.0;500 à 999 salariés
130008360;41.0;2017.0;500 à 999 salariés
130008469;41.0;2017.0;500 à 999 salariés
130009186;41.0;2017.0;500 à 999 salariés
130010036;41.0;2017.0;500 à 999 salariés
130010259;41.0;2017.0;500 à 999 salariés
130010457;41.0;2017.0;500 à 999 salariés
130011075;41.0;2017.0;500 à 999 salariés
130011935;41.0;2017.0;500 à 999 salariés
130012024;42.0;2017.0;1 000 à 1 999 salariés
130012354;41.0;2017.0;500 à 999 salariés
130012495;42.0;2017.0;1 000 à 1 999 salariés
130012610;41.0;2017.0;500 à 999 salariés
130012859;41.0;2017.0;500 à 999 salariés
130012933;41.0;2017.0;500 à 999 salariés
130013345;42.0;2017.0;1 000 à 1 999 salariés
130014947;41.0;2017.0;500 à 999 salariés
130015332;42.0;2017.0;1 000 à 1 999 salariés
130015332;42.0;2017.0;1 000 à 1 999 salariés
130015332;42.0;2017.0;1 000 à 1 999 salariés
130015332;41.0;2017.0;500 à 999 salariés
130015506;42.0;2017.0;1 000 à 1 999 salariés
130015506;41.0;2017.0;500 à 999 salariés
130015506;41.0;2017.0;500 à 999 salariés
130016538;51.0;2017.0;2 000 à 4 999 salariés
130017270;41.0;2017.0;500 à 999 salariés
130018310;41.0;2017.0;500 à 999 salariés
130018351;41.0;2017.0;500 à 999 salariés
130018351;51.0;2017.0;2 000 à 4 999 salariés
130018351;42.0;2017.0;1 000 à 1 999 salariés
130019318;41.0;2017.0;500 à 999 salariés
130019540;42.0;2017.0;1 000 à 1 999 salariés
130020316;41.0;2017.0;500 à 999 salariés
130020324;41.0;2017.0;500 à 999 salariés
130020332;42.0;2017.0;1 000 à 1 999 salariés
130020340;41.0;2017.0;500 à 999 salariés
130020357;42.0;2017.0;1 000 à 1 999 salariés
130020365;41.0;2017.0;500 à 999 salariés
130020365;42.0;2017.0;1 000 à 1 999 salariés
130020548;42.0;2017.0;1 000 à 1 999 salariés
130020548;41.0;2017.0;500 à 999 salariés
130020548;41.0;2017.0;500 à 999 salariés
130020654;41.0;2017.0;500 à 999 salariés
130020761;41.0;2017.0;500 à 999 salariés
130021397;52.0;2017.0;5 000 à 9 999 salariés
130022338;41.0;2017.0;500 à 999 salariés
130022775;42.0;2017.0;1 000 à 1 999 salariés
160023016;41.0;2017.0;500 à 999 salariés
170104319;41.0;2017.0;500 à 999 salariés
170600019;41.0;2017.0;500 à 999 salariés
170601512;42.0;2017.0;1 000 à 1 999 salariés
171300015;41.0;2017.0;500 à 999 salariés
171301112;41.0;2017.0;500 à 999 salariés
171301203;41.0;2017.0;500 à 999 salariés
171301518;51.0;2017.0;2 000 à 4 999 salariés
171301534;41.0;2017.0;500 à 999 salariés
171301542;41.0;2017.0;500 à 999 salariés
171304306;41.0;2017.0;500 à 999 salariés
171304314;41.0;2017.0;500 à 999 salariés
171318116;41.0;2017.0;500 à 999 salariés
171401516;41.0;2017.0;500 à 999 salariés
172104309;41.0;2017.0;500 à 999 salariés
172604316;41.0;2017.0;500 à 999 salariés
172904310;41.0;2017.0;500 à 999 salariés
173001512;41.0;2017.0;500 à 999 salariés
173004318;41.0;2017.0;500 à 999 salariés
173101510;42.0;2017.0;1 000 à 1 999 salariés
173104308;42.0;2017.0;1 000 à 1 999 salariés
173300013;41.0;2017.0;500 à 999 salariés
173301516;51.0;2017.0;2 000 à 4 999 salariés
173304304;41.0;2017.0;500 à 999 salariés
173304312;41.0;2017.0;500 à 999 salariés
173400011;41.0;2017.0;500 à 999 salariés
173401514;41.0;2017.0;500 à 999 salariés
173404302;41.0;2017.0;500 à 999 salariés
173404310;41.0;2017.0;500 à 999 salariés
173501206;41.0;2017.0;500 à 999 salariés
173501206;41.0;2017.0;500 à 999 salariés
173501511;42.0;2017.0;1 000 à 1 999 salariés
173504309;41.0;2017.0;500 à 999 salariés
173504317;41.0;2017.0;500 à 999 salariés
173701517;41.0;2017.0;500 à 999 salariés
173801515;41.0;2017.0;500 à 999 salariés
173804311;42.0;2017.0;1 000 à 1 999 salariés
174201517;41.0;2017.0;500 à 999 salariés
174204313;41.0;2017.0;500 à 999 salariés
174401513;42.0;2017.0;1 000 à 1 999 salariés
174404301;41.0;2017.0;500 à 999 salariés
174501510;41.0;2017.0;500 à 999 salariés
174504308;41.0;2017.0;500 à 999 salariés
174901512;41.0;2017.0;500 à 999 salariés
175101518;41.0;2017.0;500 à 999 salariés
175401512;41.0;2017.0;500 à 999 salariés
175404318;41.0;2017.0;500 à 999 salariés
175604313;41.0;2017.0;500 à 999 salariés
175701515;41.0;2017.0;500 à 999 salariés
175701531;41.0;2017.0;500 à 999 salariés
175704311;42.0;2017.0;1 000 à 1 999 salariés
175900018;41.0;2017.0;500 à 999 salariés
175901206;42.0;2017.0;1 000 à 1 999 salariés
175901511;41.0;2017.0;500 à 999 salariés
175901511;51.0;2017.0;2 000 à 4 999 salariés
175901545;41.0;2017.0;500 à 999 salariés
175904309;42.0;2017.0;1 000 à 1 999 salariés
175904317;51.0;2017.0;2 000 à 4 999 salariés
176004315;41.0;2017.0;500 à 999 salariés
176201515;41.0;2017.0;500 à 999 salariés
176204311;42.0;2017.0;1 000 à 1 999 salariés
176601516;41.0;2017.0;500 à 999 salariés
176701209;41.0;2017.0;500 à 999 salariés
176701514;41.0;2017.0;500 à 999 salariés
176704302;41.0;2017.0;500 à 999 salariés
176900009;41.0;2017.0;500 à 999 salariés
176901114;41.0;2017.0;500 à 999 salariés
176901510;41.0;2017.0;500 à 999 salariés
176901528;41.0;2017.0;500 à 999 salariés
176904308;41.0;2017.0;500 à 999 salariés
176904316;42.0;2017.0;1 000 à 1 999 salariés
177104312;41.0;2017.0;500 à 999 salariés
177404316;41.0;2017.0;500 à 999 salariés
177501111;41.0;2017.0;500 à 999 salariés
177501111;42.0;2017.0;1 000 à 1 999 salariés
177501111;41.0;2017.0;500 à 999 salariés
177501517;53.0;2017.0;10 000 salariés et plus
177501517;51.0;2017.0;2 000 à 4 999 salariés
177501517;51.0;2017.0;2 000 à 4 999 salariés
177501517;51.0;2017.0;2 000 à 4 999 salariés
177501525;41.0;2017.0;500 à 999 salariés
177502259;41.0;2017.0;500 à 999 salariés
177502317;41.0;2017.0;500 à 999 salariés
177504305;42.0;2017.0;1 000 à 1 999 salariés
177504305;41.0;2017.0;500 à 999 salariés
177601515;41.0;2017.0;500 à 999 salariés
177604303;41.0;2017.0;500 à 999 salariés
177604311;41.0;2017.0;500 à 999 salariés
177701513;51.0;2017.0;2 000 à 4 999 salariés
177704319;51.0;2017.0;2 000 à 4 999 salariés
177801511;41.0;2017.0;500 à 999 salariés
177801511;41.0;2017.0;500 à 999 salariés
177801537;41.0;2017.0;500 à 999 salariés
177804309;42.0;2017.0;1 000 à 1 999 salariés
177804317;42.0;2017.0;1 000 à 1 999 salariés
178004305;41.0;2017.0;500 à 999 salariés
178300018;41.0;2017.0;500 à 999 salariés
178301511;41.0;2017.0;500 à 999 salariés
178604302;41.0;2017.0;500 à 999 salariés
179100029;41.0;2017.0;500 à 999 salariés
179100037;41.0;2017.0;500 à 999 salariés
179101316;42.0;2017.0;1 000 à 1 999 salariés
179101514;41.0;2017.0;500 à 999 salariés
179104310;42.0;2017.0;1 000 à 1 999 salariés
179106406;41.0;2017.0;500 à 999 salariés
179201512;41.0;2017.0;500 à 999 salariés
179204318;41.0;2017.0;500 à 999 salariés
179300017;41.0;2017.0;500 à 999 salariés
179304316;41.0;2017.0;500 à 999 salariés
179304316;41.0;2017.0;500 à 999 salariés
179400015;41.0;2017.0;500 à 999 salariés
179401203;42.0;2017.0;1 000 à 1 999 salariés
179404306;42.0;2017.0;1 000 à 1 999 salariés
179404314;41.0;2017.0;500 à 999 salariés
179501515;41.0;2017.0;500 à 999 salariés
179501549;51.0;2017.0;2 000 à 4 999 salariés
179501549;41.0;2017.0;500 à 999 salariés
179502307;42.0;2017.0;1 000 à 1 999 salariés
179504311;42.0;2017.0;1 000 à 1 999 salariés
179711510;41.0;2017.0;500 à 999 salariés
179714308;41.0;2017.0;500 à 999 salariés
179721519;41.0;2017.0;500 à 999 salariés
179741517;41.0;2017.0;500 à 999 salariés
179744305;42.0;2017.0;1 000 à 1 999 salariés
180006025;41.0;2017.0;500 à 999 salariés
180006033;41.0;2017.0;500 à 999 salariés
180014045;41.0;2017.0;500 à 999 salariés
180020026;51.0;2017.0;2 000 à 4 999 salariés
180020026;41.0;2017.0;500 à 999 salariés
180020026;42.0;2017.0;1 000 à 1 999 salariés
180020026;41.0;2017.0;500 à 999 salariés
180020026;41.0;2017.0;500 à 999 salariés
180035016;41.0;2017.0;500 à 999 salariés
180035024;42.0;2017.0;1 000 à 1 999 salariés
180035032;42.0;2017.0;1 000 à 1 999 salariés
180035032;41.0;2017.0;500 à 999 salariés
180036014;41.0;2017.0;500 à 999 salariés
180036048;41.0;2017.0;500 à 999 salariés
180036048;41.0;2017.0;500 à 999 salariés
180036113;42.0;2017.0;1 000 à 1 999 salariés
180044174;42.0;2017.0;1 000 à 1 999 salariés
180046021;42.0;2017.0;1 000 à 1 999 salariés
180046039;42.0;2017.0;1 000 à 1 999 salariés
180046237;51.0;2017.0;2 000 à 4 999 salariés
180046252;51.0;2017.0;2 000 à 4 999 salariés
180046260;42.0;2017.0;1 000 à 1 999 salariés
180060030;41.0;2017.0;500 à 999 salariés
180067019;42.0;2017.0;1 000 à 1 999 salariés
180070039;41.0;2017.0;500 à 999 salariés
180070039;41.0;2017.0;500 à 999 salariés
180070039;41.0;2017.0;500 à 999 salariés
180070039;41.0;2017.0;500 à 999 salariés
180080012;41.0;2017.0;500 à 999 salariés
180089013;42.0;2017.0;1 000 à 1 999 salariés
180089013;42.0;2017.0;1 000 à 1 999 salariés
180089013;41.0;2017.0;500 à 999 salariés
180089013;51.0;2017.0;2 000 à 4 999 salariés
180089013;42.0;2017.0;1 000 à 1 999 salariés
180089013;51.0;2017.0;2 000 à 4 999 salariés
180089013;51.0;2017.0;2 000 à 4 999 salariés
180089013;51.0;2017.0;2 000 à 4 999 salariés
180089013;41.0;2017.0;500 à 999 salariés
180089013;51.0;2017.0;2 000 à 4 999 salariés
180089013;42.0;2017.0;1 000 à 1 999 salariés
180089013;51.0;2017.0;2 000 à 4 999 salariés
180089013;42.0;2017.0;1 000 à 1 999 salariés
180089013;41.0;2017.0;500 à 999 salariés
180089013;41.0;2017.0;500 à 999 salariés
180089013;41.0;2017.0;500 à 999 salariés
180089013;41.0;2017.0;500 à 999 salariés
180089013;51.0;2017.0;2 000 à 4 999 salariés
180090045;41.0;2017.0;500 à 999 salariés
180092025;42.0;2017.0;1 000 à 1 999 salariés
180092199;51.0;2017.0;2 000 à 4 999 salariés
180092447;41.0;2017.0;500 à 999 salariés
183500016;41.0;2017.0;500 à 999 salariés
185921616;41.0;2017.0;500 à 999 salariés
187509013;41.0;2017.0;500 à 999 salariés
190609313;41.0;2017.0;500 à 999 salariés
191100239;41.0;2017.0;500 à 999 salariés
191300482;42.0;2017.0;1 000 à 1 999 salariés
191332063;41.0;2017.0;500 à 999 salariés
191414085;41.0;2017.0;500 à 999 salariés
191700293;41.0;2017.0;500 à 999 salariés
191700327;41.0;2017.0;500 à 999 salariés
192026649;41.0;2017.0;500 à 999 salariés
192100121;41.0;2017.0;500 à 999 salariés
192116606;42.0;2017.0;1 000 à 1 999 salariés
192512150;41.0;2017.0;500 à 999 salariés
192900710;41.0;2017.0;500 à 999 salariés
193000239;42.0;2017.0;1 000 à 1 999 salariés
193013281;51.0;2017.0;2 000 à 4 999 salariés
193100443;51.0;2017.0;2 000 à 4 999 salariés
193101524;41.0;2017.0;500 à 999 salariés
193112562;41.0;2017.0;500 à 999 salariés
193113826;42.0;2017.0;1 000 à 1 999 salariés
193113834;41.0;2017.0;500 à 999 salariés
193113842;41.0;2017.0;500 à 999 salariés
193113842;41.0;2017.0;500 à 999 salariés
193113842;51.0;2017.0;2 000 à 4 999 salariés
193317666;42.0;2017.0;1 000 à 1 999 salariés
193322393;41.0;2017.0;500 à 999 salariés
193416039;42.0;2017.0;1 000 à 1 999 salariés
193509361;41.0;2017.0;500 à 999 salariés
193509379;41.0;2017.0;500 à 999 salariés
193509379;41.0;2017.0;500 à 999 salariés
193819125;41.0;2017.0;500 à 999 salariés
193828639;41.0;2017.0;500 à 999 salariés
194400123;41.0;2017.0;500 à 999 salariés
194409843;41.0;2017.0;500 à 999 salariés
194409843;41.0;2017.0;500 à 999 salariés
194409843;41.0;2017.0;500 à 999 salariés
194900015;41.0;2017.0;500 à 999 salariés
194909701;41.0;2017.0;500 à 999 salariés
195100326;41.0;2017.0;500 à 999 salariés
195112966;41.0;2017.0;500 à 999 salariés
195400155;41.0;2017.0;500 à 999 salariés
195617188;41.0;2017.0;500 à 999 salariés
195700992;41.0;2017.0;500 à 999 salariés
195701065;41.0;2017.0;500 à 999 salariés
195900113;42.0;2017.0;1 000 à 1 999 salariés
195900832;42.0;2017.0;1 000 à 1 999 salariés
195932793;41.0;2017.0;500 à 999 salariés
195935598;51.0;2017.0;2 000 à 4 999 salariés
195935606;41.0;2017.0;500 à 999 salariés
195935606;41.0;2017.0;500 à 999 salariés
195935614;42.0;2017.0;1 000 à 1 999 salariés
196000152;41.0;2017.0;500 à 999 salariés
196000202;41.0;2017.0;500 à 999 salariés
196012231;41.0;2017.0;500 à 999 salariés
196200521;51.0;2017.0;2 000 à 4 999 salariés
196228035;41.0;2017.0;500 à 999 salariés
196400550;41.0;2017.0;500 à 999 salariés
196402515;42.0;2017.0;1 000 à 1 999 salariés
196600142;41.0;2017.0;500 à 999 salariés
196604375;41.0;2017.0;500 à 999 salariés
196800106;41.0;2017.0;500 à 999 salariés
196811665;41.0;2017.0;500 à 999 salariés
196901920;42.0;2017.0;1 000 à 1 999 salariés
196917744;41.0;2017.0;500 à 999 salariés
196917744;42.0;2017.0;1 000 à 1 999 salariés
196917751;41.0;2017.0;500 à 999 salariés
196924377;42.0;2017.0;1 000 à 1 999 salariés
196928667;42.0;2017.0;1 000 à 1 999 salariés
197100126;41.0;2017.0;500 à 999 salariés
197210941;41.0;2017.0;500 à 999 salariés
197308588;42.0;2017.0;1 000 à 1 999 salariés
197400096;41.0;2017.0;500 à 999 salariés
197506991;42.0;2017.0;1 000 à 1 999 salariés
197517170;41.0;2017.0;500 à 999 salariés
197517188;42.0;2017.0;1 000 à 1 999 salariés
197517212;51.0;2017.0;2 000 à 4 999 salariés
197517220;42.0;2017.0;1 000 à 1 999 salariés
197517220;42.0;2017.0;1 000 à 1 999 salariés
197517220;41.0;2017.0;500 à 999 salariés
197517238;41.0;2017.0;500 à 999 salariés
197534597;42.0;2017.0;1 000 à 1 999 salariés
197534704;41.0;2017.0;500 à 999 salariés
197534712;42.0;2017.0;1 000 à 1 999 salariés
197534886;41.0;2017.0;500 à 999 salariés
197534951;41.0;2017.0;500 à 999 salariés
197535016;41.0;2017.0;500 à 999 salariés
197537426;41.0;2017.0;500 à 999 salariés
197546922;42.0;2017.0;1 000 à 1 999 salariés
197600968;41.0;2017.0;500 à 999 salariés
197627623;41.0;2017.0;500 à 999 salariés
197709314;41.0;2017.0;500 à 999 salariés
197715121;42.0;2017.0;1 000 à 1 999 salariés
197825995;42.0;2017.0;1 000 à 1 999 salariés
198400053;41.0;2017.0;500 à 999 salariés
198608564;41.0;2017.0;500 à 999 salariés
198706699;41.0;2017.0;500 à 999 salariés
199106204;42.0;2017.0;1 000 à 1 999 salariés
199111014;41.0;2017.0;500 à 999 salariés
199111014;42.0;2017.0;1 000 à 1 999 salariés
199115684;51.0;2017.0;2 000 à 4 999 salariés
199119751;41.0;2017.0;500 à 999 salariés
199212044;51.0;2017.0;2 000 à 4 999 salariés
199301227;41.0;2017.0;500 à 999 salariés
199312729;42.0;2017.0;1 000 à 1 999 salariés
199312729;41.0;2017.0;500 à 999 salariés
199318270;42.0;2017.0;1 000 à 1 999 salariés
199320565;42.0;2017.0;1 000 à 1 999 salariés
199401167;42.0;2017.0;1 000 à 1 999 salariés
199406075;42.0;2017.0;1 000 à 1 999 salariés
199506668;42.0;2017.0;1 000 à 1 999 salariés
199710088;41.0;2017.0;500 à 999 salariés
199730946;41.0;2017.0;500 à 999 salariés
199744780;42.0;2017.0;1 000 à 1 999 salariés
200002970;42.0;2017.0;1 000 à 1 999 salariés
200010700;41.0;2017.0;500 à 999 salariés
200011203;42.0;2017.0;1 000 à 1 999 salariés
200011385;41.0;2017.0;500 à 999 salariés
200011898;42.0;2017.0;1 000 à 1 999 salariés
200017986;41.0;2017.0;500 à 999 salariés
200018034;51.0;2017.0;2 000 à 4 999 salariés
200018703;41.0;2017.0;500 à 999 salariés
200023059;51.0;2017.0;2 000 à 4 999 salariés
200023059;41.0;2017.0;500 à 999 salariés
200023059;41.0;2017.0;500 à 999 salariés
200023059;51.0;2017.0;2 000 à 4 999 salariés
200023091;41.0;2017.0;500 à 999 salariés
200026250;41.0;2017.0;500 à 999 salariés
200026433;41.0;2017.0;500 à 999 salariés
200026888;41.0;2017.0;500 à 999 salariés
200027092;51.0;2017.0;2 000 à 4 999 salariés
200027159;42.0;2017.0;1 000 à 1 999 salariés
200027183;41.0;2017.0;500 à 999 salariés
200027233;42.0;2017.0;1 000 à 1 999 salariés
200029320;51.0;2017.0;2 000 à 4 999 salariés
200029445;42.0;2017.0;1 000 à 1 999 salariés
200029619;42.0;2017.0;1 000 à 1 999 salariés
200029619;41.0;2017.0;500 à 999 salariés
200030013;51.0;2017.0;2 000 à 4 999 salariés
200030013;51.0;2017.0;2 000 à 4 999 salariés
200030153;41.0;2017.0;500 à 999 salariés
200030195;51.0;2017.0;2 000 à 4 999 salariés
200030419;41.0;2017.0;500 à 999 salariés
200033082;41.0;2017.0;500 à 999 salariés
200033181;41.0;2017.0;500 à 999 salariés
200034528;51.0;2017.0;2 000 à 4 999 salariés
200034528;41.0;2017.0;500 à 999 salariés
200034528;41.0;2017.0;500 à 999 salariés
200034650;42.0;2017.0;1 000 à 1 999 salariés
200034932;42.0;2017.0;1 000 à 1 999 salariés
200035459;42.0;2017.0;1 000 à 1 999 salariés
200036473;41.0;2017.0;500 à 999 salariés
200036929;41.0;2017.0;500 à 999 salariés
200039782;42.0;2017.0;1 000 à 1 999 salariés
200039865;41.0;2017.0;500 à 999 salariés
200040699;41.0;2017.0;500 à 999 salariés
200040715;42.0;2017.0;1 000 à 1 999 salariés
200041317;41.0;2017.0;500 à 999 salariés
200042166;51.0;2017.0;2 000 à 4 999 salariés
200042166;41.0;2017.0;500 à 999 salariés
200042166;52.0;2017.0;5 000 à 9 999 salariés
200042174;41.0;2017.0;500 à 999 salariés
200043172;41.0;2017.0;500 à 999 salariés
200043602;41.0;2017.0;500 à 999 salariés
200044972;42.0;2017.0;1 000 à 1 999 salariés
200046324;41.0;2017.0;500 à 999 salariés
200046977;52.0;2017.0;5 000 à 9 999 salariés
200046985;42.0;2017.0;1 000 à 1 999 salariés
200046985;51.0;2017.0;2 000 à 4 999 salariés
200047827;41.0;2017.0;500 à 999 salariés
200047835;51.0;2017.0;2 000 à 4 999 salariés
200047835;41.0;2017.0;500 à 999 salariés
200048668;42.0;2017.0;1 000 à 1 999 salariés
200050292;51.0;2017.0;2 000 à 4 999 salariés
200052264;42.0;2017.0;1 000 à 1 999 salariés
200052264;42.0;2017.0;1 000 à 1 999 salariés
200052264;51.0;2017.0;2 000 à 4 999 salariés
200052678;51.0;2017.0;2 000 à 4 999 salariés
200052744;41.0;2017.0;500 à 999 salariés
200053098;42.0;2017.0;1 000 à 1 999 salariés
200053403;51.0;2017.0;2 000 à 4 999 salariés
200053403;51.0;2017.0;2 000 à 4 999 salariés
200053726;51.0;2017.0;2 000 à 4 999 salariés
200053742;52.0;2017.0;5 000 à 9 999 salariés
200053759;51.0;2017.0;2 000 à 4 999 salariés
200053759;51.0;2017.0;2 000 à 4 999 salariés
200053759;42.0;2017.0;1 000 à 1 999 salariés
200053767;52.0;2017.0;5 000 à 9 999 salariés
200053791;51.0;2017.0;2 000 à 4 999 salariés
200053791;51.0;2017.0;2 000 à 4 999 salariés
200054807;51.0;2017.0;2 000 à 4 999 salariés
200054807;42.0;2017.0;1 000 à 1 999 salariés
200054807;42.0;2017.0;1 000 à 1 999 salariés
200055358;52.0;2017.0;5 000 à 9 999 salariés
200055507;51.0;2017.0;2 000 à 4 999 salariés
200055648;42.0;2017.0;1 000 à 1 999 salariés
200055655;41.0;2017.0;500 à 999 salariés
200056232;41.0;2017.0;500 à 999 salariés
200056844;41.0;2017.0;500 à 999 salariés
200056844;41.0;2017.0;500 à 999 salariés
200057859;41.0;2017.0;500 à 999 salariés
200057867;51.0;2017.0;2 000 à 4 999 salariés
200057875;42.0;2017.0;1 000 à 1 999 salariés
200057958;41.0;2017.0;500 à 999 salariés
200057966;41.0;2017.0;500 à 999 salariés
200057974;41.0;2017.0;500 à 999 salariés
200058006;42.0;2017.0;1 000 à 1 999 salariés
200058014;42.0;2017.0;1 000 à 1 999 salariés
200058782;41.0;2017.0;500 à 999 salariés
200059228;42.0;2017.0;1 000 à 1 999 salariés
200059889;42.0;2017.0;1 000 à 1 999 salariés
200061166;41.0;2017.0;500 à 999 salariés
200063402;51.0;2017.0;2 000 à 4 999 salariés
200065597;51.0;2017.0;2 000 à 4 999 salariés
200065647;41.0;2017.0;500 à 999 salariés
200065928;41.0;2017.0;500 à 999 salariés
200066009;42.0;2017.0;1 000 à 1 999 salariés
200066355;41.0;2017.0;500 à 999 salariés
200066793;41.0;2017.0;500 à 999 salariés
200066918;42.0;2017.0;1 000 à 1 999 salariés
200067106;42.0;2017.0;1 000 à 1 999 salariés
200067205;42.0;2017.0;1 000 à 1 999 salariés
200067213;42.0;2017.0;1 000 à 1 999 salariés
200067254;42.0;2017.0;1 000 à 1 999 salariés
200067874;41.0;2017.0;500 à 999 salariés
200068120;41.0;2017.0;500 à 999 salariés
200068641;42.0;2017.0;1 000 à 1 999 salariés
200068658;41.0;2017.0;500 à 999 salariés
200068666;41.0;2017.0;500 à 999 salariés
200068781;42.0;2017.0;1 000 à 1 999 salariés
200068989;41.0;2017.0;500 à 999 salariés
200069037;41.0;2017.0;500 à 999 salariés
200069052;41.0;2017.0;500 à 999 salariés
200069110;41.0;2017.0;500 à 999 salariés
200069300;41.0;2017.0;500 à 999 salariés
200069409;41.0;2017.0;500 à 999 salariés
200069854;42.0;2017.0;1 000 à 1 999 salariés
200070530;41.0;2017.0;500 à 999 salariés
200070993;41.0;2017.0;500 à 999 salariés
200071181;41.0;2017.0;500 à 999 salariés
200071363;41.0;2017.0;500 à 999 salariés
200071454;41.0;2017.0;500 à 999 salariés
200071678;41.0;2017.0;500 à 999 salariés
200071751;41.0;2017.0;500 à 999 salariés
200071827;41.0;2017.0;500 à 999 salariés
200071892;41.0;2017.0;500 à 999 salariés
200072312;41.0;2017.0;500 à 999 salariés
200072460;42.0;2017.0;1 000 à 1 999 salariés
200073419;41.0;2017.0;500 à 999 salariés
210100533;41.0;2017.0;500 à 999 salariés
210206660;41.0;2017.0;500 à 999 salariés
210301859;41.0;2017.0;500 à 999 salariés
210600045;51.0;2017.0;2 000 à 4 999 salariés
210600292;51.0;2017.0;2 000 à 4 999 salariés
210600300;41.0;2017.0;500 à 999 salariés
210600698;41.0;2017.0;500 à 999 salariés
210600797;41.0;2017.0;500 à 999 salariés
210600839;41.0;2017.0;500 à 999 salariés
210600888;52.0;2017.0;5 000 à 9 999 salariés
210601233;41.0;2017.0;500 à 999 salariés
210800967;41.0;2017.0;500 à 999 salariés
211100698;41.0;2017.0;500 à 999 salariés
211102629;42.0;2017.0;1 000 à 1 999 salariés
211300017;51.0;2017.0;2 000 à 4 999 salariés
211300041;41.0;2017.0;500 à 999 salariés
211300058;41.0;2017.0;500 à 999 salariés
211300264;41.0;2017.0;500 à 999 salariés
211300280;41.0;2017.0;500 à 999 salariés
211300397;41.0;2017.0;500 à 999 salariés
211300470;42.0;2017.0;1 000 à 1 999 salariés
211300553;51.0;2017.0;2 000 à 4 999 salariés
211300553;51.0;2017.0;2 000 à 4 999 salariés
211300561;42.0;2017.0;1 000 à 1 999 salariés
211300637;41.0;2017.0;500 à 999 salariés
211301031;41.0;2017.0;500 à 999 salariés
211301171;41.0;2017.0;500 à 999 salariés
211401187;41.0;2017.0;500 à 999 salariés
211500145;41.0;2017.0;500 à 999 salariés
211600150;41.0;2017.0;500 à 999 salariés
