siren;trancheEffectifsEtablissement;anneeEffectifsEtablissement;trancheEffectifsEtablissement_texte
339766867;41.0;2017.0;500 à 999 salariés
339812059;41.0;2017.0;500 à 999 salariés
340035526;42.0;2017.0;1 000 à 1 999 salariés
340234962;41.0;2017.0;500 à 999 salariés
340373687;42.0;2017.0;1 000 à 1 999 salariés
340427616;41.0;2017.0;500 à 999 salariés
340641216;42.0;2017.0;1 000 à 1 999 salariés
340709534;41.0;2017.0;500 à 999 salariés
340709534;41.0;2017.0;500 à 999 salariés
341039105;41.0;2017.0;500 à 999 salariés
341095735;41.0;2017.0;500 à 999 salariés
341100592;41.0;2017.0;500 à 999 salariés
341152395;51.0;2017.0;2 000 à 4 999 salariés
341192227;41.0;2017.0;500 à 999 salariés
341429488;41.0;2017.0;500 à 999 salariés
341459386;42.0;2017.0;1 000 à 1 999 salariés
341737062;42.0;2017.0;1 000 à 1 999 salariés
341749349;41.0;2017.0;500 à 999 salariés
341785632;42.0;2017.0;1 000 à 1 999 salariés
342012390;41.0;2017.0;500 à 999 salariés
342192150;41.0;2017.0;500 à 999 salariés
342386232;41.0;2017.0;500 à 999 salariés
342874617;42.0;2017.0;1 000 à 1 999 salariés
343059564;51.0;2017.0;2 000 à 4 999 salariés
343088134;42.0;2017.0;1 000 à 1 999 salariés
343115135;42.0;2017.0;1 000 à 1 999 salariés
343207916;41.0;2017.0;500 à 999 salariés
343262622;41.0;2017.0;500 à 999 salariés
343286183;42.0;2017.0;1 000 à 1 999 salariés
343321618;42.0;2017.0;1 000 à 1 999 salariés
343485116;41.0;2017.0;500 à 999 salariés
343688016;42.0;2017.0;1 000 à 1 999 salariés
343902136;42.0;2017.0;1 000 à 1 999 salariés
343952859;41.0;2017.0;500 à 999 salariés
343958138;41.0;2017.0;500 à 999 salariés
344077672;41.0;2017.0;500 à 999 salariés
344122262;41.0;2017.0;500 à 999 salariés
344347232;41.0;2017.0;500 à 999 salariés
344496252;51.0;2017.0;2 000 à 4 999 salariés
344636477;41.0;2017.0;500 à 999 salariés
344748041;41.0;2017.0;500 à 999 salariés
344810825;51.0;2017.0;2 000 à 4 999 salariés
345006027;41.0;2017.0;500 à 999 salariés
345130488;41.0;2017.0;500 à 999 salariés
345155337;41.0;2017.0;500 à 999 salariés
345197552;51.0;2017.0;2 000 à 4 999 salariés
347384570;41.0;2017.0;500 à 999 salariés
347490070;41.0;2017.0;500 à 999 salariés
347555559;41.0;2017.0;500 à 999 salariés
347570350;41.0;2017.0;500 à 999 salariés
347662454;42.0;2017.0;1 000 à 1 999 salariés
347902587;42.0;2017.0;1 000 à 1 999 salariés
347939415;41.0;2017.0;500 à 999 salariés
348006446;42.0;2017.0;1 000 à 1 999 salariés
348607417;52.0;2017.0;5 000 à 9 999 salariés
349069047;41.0;2017.0;500 à 999 salariés
349166561;41.0;2017.0;500 à 999 salariés
349357343;42.0;2017.0;1 000 à 1 999 salariés
349505370;51.0;2017.0;2 000 à 4 999 salariés
349505370;51.0;2017.0;2 000 à 4 999 salariés
349942458;42.0;2017.0;1 000 à 1 999 salariés
349974931;41.0;2017.0;500 à 999 salariés
350050589;41.0;2017.0;500 à 999 salariés
350665022;41.0;2017.0;500 à 999 salariés
350693586;42.0;2017.0;1 000 à 1 999 salariés
350834297;41.0;2017.0;500 à 999 salariés
351005582;51.0;2017.0;2 000 à 4 999 salariés
351111166;41.0;2017.0;500 à 999 salariés
351140231;41.0;2017.0;500 à 999 salariés
351151196;41.0;2017.0;500 à 999 salariés
351347232;41.0;2017.0;500 à 999 salariés
351359021;41.0;2017.0;500 à 999 salariés
351528229;42.0;2017.0;1 000 à 1 999 salariés
351630371;42.0;2017.0;1 000 à 1 999 salariés
351804042;41.0;2017.0;500 à 999 salariés
351825419;41.0;2017.0;500 à 999 salariés
351867692;41.0;2017.0;500 à 999 salariés
352033914;41.0;2017.0;500 à 999 salariés
352050512;42.0;2017.0;1 000 à 1 999 salariés
352170013;42.0;2017.0;1 000 à 1 999 salariés
352256424;41.0;2017.0;500 à 999 salariés
352383715;52.0;2017.0;5 000 à 9 999 salariés
352529499;41.0;2017.0;500 à 999 salariés
352649339;41.0;2017.0;500 à 999 salariés
352876197;41.0;2017.0;500 à 999 salariés
352876197;41.0;2017.0;500 à 999 salariés
352905707;41.0;2017.0;500 à 999 salariés
352905707;42.0;2017.0;1 000 à 1 999 salariés
353150261;41.0;2017.0;500 à 999 salariés
353296445;41.0;2017.0;500 à 999 salariés
353513450;41.0;2017.0;500 à 999 salariés
353522204;42.0;2017.0;1 000 à 1 999 salariés
353534506;41.0;2017.0;500 à 999 salariés
353735657;41.0;2017.0;500 à 999 salariés
353786841;41.0;2017.0;500 à 999 salariés
353861909;41.0;2017.0;500 à 999 salariés
353944093;41.0;2017.0;500 à 999 salariés
356000000;42.0;2017.0;1 000 à 1 999 salariés
356000000;42.0;2017.0;1 000 à 1 999 salariés
356000000;42.0;2017.0;1 000 à 1 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;42.0;2017.0;1 000 à 1 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;51.0;2017.0;2 000 à 4 999 salariés
356000000;42.0;2017.0;1 000 à 1 999 salariés
356000000;42.0;2017.0;1 000 à 1 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356000000;41.0;2017.0;500 à 999 salariés
356500595;41.0;2017.0;500 à 999 salariés
356801571;41.0;2017.0;500 à 999 salariés
357200054;51.0;2017.0;2 000 à 4 999 salariés
358802296;41.0;2017.0;500 à 999 salariés
361200389;41.0;2017.0;500 à 999 salariés
367500931;41.0;2017.0;500 à 999 salariés
372800227;41.0;2017.0;500 à 999 salariés
376080487;41.0;2017.0;500 à 999 salariés
377550249;42.0;2017.0;1 000 à 1 999 salariés
377679840;41.0;2017.0;500 à 999 salariés
377714654;42.0;2017.0;1 000 à 1 999 salariés
377768601;41.0;2017.0;500 à 999 salariés
378016893;41.0;2017.0;500 à 999 salariés
378040497;41.0;2017.0;500 à 999 salariés
378072144;41.0;2017.0;500 à 999 salariés
378168470;42.0;2017.0;1 000 à 1 999 salariés
378168470;51.0;2017.0;2 000 à 4 999 salariés
378442982;41.0;2017.0;500 à 999 salariés
378570261;42.0;2017.0;1 000 à 1 999 salariés
378901946;42.0;2017.0;1 000 à 1 999 salariés
378928808;41.0;2017.0;500 à 999 salariés
379155369;41.0;2017.0;500 à 999 salariés
379639867;41.0;2017.0;500 à 999 salariés
379642481;41.0;2017.0;500 à 999 salariés
379706344;41.0;2017.0;500 à 999 salariés
379706344;41.0;2017.0;500 à 999 salariés
379821994;42.0;2017.0;1 000 à 1 999 salariés
379834906;41.0;2017.0;500 à 999 salariés
379906753;41.0;2017.0;500 à 999 salariés
379914237;42.0;2017.0;1 000 à 1 999 salariés
380089664;41.0;2017.0;500 à 999 salariés
380110304;42.0;2017.0;1 000 à 1 999 salariés
380129866;42.0;2017.0;1 000 à 1 999 salariés
380129866;41.0;2017.0;500 à 999 salariés
380129866;41.0;2017.0;500 à 999 salariés
380129866;41.0;2017.0;500 à 999 salariés
380129866;42.0;2017.0;1 000 à 1 999 salariés
380129866;41.0;2017.0;500 à 999 salariés
380129866;41.0;2017.0;500 à 999 salariés
380129866;41.0;2017.0;500 à 999 salariés
380129866;41.0;2017.0;500 à 999 salariés
380129866;41.0;2017.0;500 à 999 salariés
380129866;41.0;2017.0;500 à 999 salariés
380129866;41.0;2017.0;500 à 999 salariés
380129866;41.0;2017.0;500 à 999 salariés
380129866;41.0;2017.0;500 à 999 salariés
380129866;51.0;2017.0;2 000 à 4 999 salariés
380129866;42.0;2017.0;1 000 à 1 999 salariés
380129866;41.0;2017.0;500 à 999 salariés
380129866;42.0;2017.0;1 000 à 1 999 salariés
380129866;41.0;2017.0;500 à 999 salariés
380160952;41.0;2017.0;500 à 999 salariés
380342808;42.0;2017.0;1 000 à 1 999 salariés
380342808;42.0;2017.0;1 000 à 1 999 salariés
380347591;41.0;2017.0;500 à 999 salariés
380386854;41.0;2017.0;500 à 999 salariés
380484766;41.0;2017.0;500 à 999 salariés
380932590;42.0;2017.0;1 000 à 1 999 salariés
380992255;41.0;2017.0;500 à 999 salariés
381016534;41.0;2017.0;500 à 999 salariés
381031285;42.0;2017.0;1 000 à 1 999 salariés
381043686;41.0;2017.0;500 à 999 salariés
381162197;41.0;2017.0;500 à 999 salariés
381345941;41.0;2017.0;500 à 999 salariés
381511039;41.0;2017.0;500 à 999 salariés
381762038;41.0;2017.0;500 à 999 salariés
381976448;42.0;2017.0;1 000 à 1 999 salariés
381983568;42.0;2017.0;1 000 à 1 999 salariés
381984921;41.0;2017.0;500 à 999 salariés
382017143;41.0;2017.0;500 à 999 salariés
382204519;41.0;2017.0;500 à 999 salariés
382241669;41.0;2017.0;500 à 999 salariés
382279974;41.0;2017.0;500 à 999 salariés
382403632;41.0;2017.0;500 à 999 salariés
382587558;42.0;2017.0;1 000 à 1 999 salariés
382597821;41.0;2017.0;500 à 999 salariés
382814150;41.0;2017.0;500 à 999 salariés
382865624;41.0;2017.0;500 à 999 salariés
382900942;42.0;2017.0;1 000 à 1 999 salariés
383000692;42.0;2017.0;1 000 à 1 999 salariés
383300597;41.0;2017.0;500 à 999 salariés
383354594;41.0;2017.0;500 à 999 salariés
383439056;41.0;2017.0;500 à 999 salariés
383470937;42.0;2017.0;1 000 à 1 999 salariés
383470937;42.0;2017.0;1 000 à 1 999 salariés
383470937;51.0;2017.0;2 000 à 4 999 salariés
383474814;52.0;2017.0;5 000 à 9 999 salariés
383474889;41.0;2017.0;500 à 999 salariés
383475092;42.0;2017.0;1 000 à 1 999 salariés
383475092;42.0;2017.0;1 000 à 1 999 salariés
383537784;41.0;2017.0;500 à 999 salariés
383610623;41.0;2017.0;500 à 999 salariés
383703873;41.0;2017.0;500 à 999 salariés
383703873;41.0;2017.0;500 à 999 salariés
383844693;41.0;2017.0;500 à 999 salariés
383872892;41.0;2017.0;500 à 999 salariés
383960135;41.0;2017.0;500 à 999 salariés
383986874;42.0;2017.0;1 000 à 1 999 salariés
384006029;41.0;2017.0;500 à 999 salariés
384030680;41.0;2017.0;500 à 999 salariés
384137857;41.0;2017.0;500 à 999 salariés
384343620;42.0;2017.0;1 000 à 1 999 salariés
384343620;41.0;2017.0;500 à 999 salariés
384493284;41.0;2017.0;500 à 999 salariés
384560942;42.0;2017.0;1 000 à 1 999 salariés
384627170;41.0;2017.0;500 à 999 salariés
384711909;41.0;2017.0;500 à 999 salariés
384899399;42.0;2017.0;1 000 à 1 999 salariés
385171582;41.0;2017.0;500 à 999 salariés
385290309;41.0;2017.0;500 à 999 salariés
385365713;41.0;2017.0;500 à 999 salariés
385365713;51.0;2017.0;2 000 à 4 999 salariés
387944259;41.0;2017.0;500 à 999 salariés
387944796;41.0;2017.0;500 à 999 salariés
387949530;42.0;2017.0;1 000 à 1 999 salariés
388698201;41.0;2017.0;500 à 999 salariés
388734568;41.0;2017.0;500 à 999 salariés
388818726;41.0;2017.0;500 à 999 salariés
388866212;41.0;2017.0;500 à 999 salariés
389191800;42.0;2017.0;1 000 à 1 999 salariés
389191982;41.0;2017.0;500 à 999 salariés
389191982;42.0;2017.0;1 000 à 1 999 salariés
389191982;41.0;2017.0;500 à 999 salariés
389191982;42.0;2017.0;1 000 à 1 999 salariés
389191982;42.0;2017.0;1 000 à 1 999 salariés
389191982;41.0;2017.0;500 à 999 salariés
389191982;41.0;2017.0;500 à 999 salariés
389191982;41.0;2017.0;500 à 999 salariés
389192030;41.0;2017.0;500 à 999 salariés
389272295;41.0;2017.0;500 à 999 salariés
389290586;41.0;2017.0;500 à 999 salariés
389297664;41.0;2017.0;500 à 999 salariés
389470303;41.0;2017.0;500 à 999 salariés
389534256;41.0;2017.0;500 à 999 salariés
389613365;41.0;2017.0;500 à 999 salariés
389652553;41.0;2017.0;500 à 999 salariés
390282648;41.0;2017.0;500 à 999 salariés
390426450;42.0;2017.0;1 000 à 1 999 salariés
390555076;42.0;2017.0;1 000 à 1 999 salariés
391007457;41.0;2017.0;500 à 999 salariés
391101581;41.0;2017.0;500 à 999 salariés
391125796;51.0;2017.0;2 000 à 4 999 salariés
391182805;41.0;2017.0;500 à 999 salariés
391504693;42.0;2017.0;1 000 à 1 999 salariés
391543576;41.0;2017.0;500 à 999 salariés
391548955;42.0;2017.0;1 000 à 1 999 salariés
391637865;51.0;2017.0;2 000 à 4 999 salariés
391637865;41.0;2017.0;500 à 999 salariés
391716123;41.0;2017.0;500 à 999 salariés
392860243;41.0;2017.0;500 à 999 salariés
392901856;41.0;2017.0;500 à 999 salariés
393135298;41.0;2017.0;500 à 999 salariés
393162433;41.0;2017.0;500 à 999 salariés
393162433;42.0;2017.0;1 000 à 1 999 salariés
393291042;41.0;2017.0;500 à 999 salariés
393341516;51.0;2017.0;2 000 à 4 999 salariés
393341516;41.0;2017.0;500 à 999 salariés
393341516;41.0;2017.0;500 à 999 salariés
393341540;41.0;2017.0;500 à 999 salariés
393361134;41.0;2017.0;500 à 999 salariés
393365135;41.0;2017.0;500 à 999 salariés
393379870;42.0;2017.0;1 000 à 1 999 salariés
394026934;42.0;2017.0;1 000 à 1 999 salariés
394094130;41.0;2017.0;500 à 999 salariés
394157085;42.0;2017.0;1 000 à 1 999 salariés
394164966;41.0;2017.0;500 à 999 salariés
394671820;41.0;2017.0;500 à 999 salariés
394895833;41.0;2017.0;500 à 999 salariés
395001852;41.0;2017.0;500 à 999 salariés
395780059;41.0;2017.0;500 à 999 salariés
397471822;52.0;2017.0;5 000 à 9 999 salariés
397480930;51.0;2017.0;2 000 à 4 999 salariés
398110445;41.0;2017.0;500 à 999 salariés
398219626;41.0;2017.0;500 à 999 salariés
398796383;41.0;2017.0;500 à 999 salariés
398824714;41.0;2017.0;500 à 999 salariés
398824714;42.0;2017.0;1 000 à 1 999 salariés
398972901;42.0;2017.0;1 000 à 1 999 salariés
399227354;41.0;2017.0;500 à 999 salariés
399315613;41.0;2017.0;500 à 999 salariés
399354810;42.0;2017.0;1 000 à 1 999 salariés
399394204;41.0;2017.0;500 à 999 salariés
399395581;51.0;2017.0;2 000 à 4 999 salariés
399780097;41.0;2017.0;500 à 999 salariés
399780097;41.0;2017.0;500 à 999 salariés
399898345;41.0;2017.0;500 à 999 salariés
399933159;41.0;2017.0;500 à 999 salariés
399973825;42.0;2017.0;1 000 à 1 999 salariés
399973825;41.0;2017.0;500 à 999 salariés
399973825;41.0;2017.0;500 à 999 salariés
400357885;42.0;2017.0;1 000 à 1 999 salariés
400555884;41.0;2017.0;500 à 999 salariés
400752028;41.0;2017.0;500 à 999 salariés
400868188;41.0;2017.0;500 à 999 salariés
400868188;41.0;2017.0;500 à 999 salariés
400892105;41.0;2017.0;500 à 999 salariés
401722012;41.0;2017.0;500 à 999 salariés
401772710;41.0;2017.0;500 à 999 salariés
401858659;41.0;2017.0;500 à 999 salariés
401948245;42.0;2017.0;1 000 à 1 999 salariés
401972476;41.0;2017.0;500 à 999 salariés
402121958;42.0;2017.0;1 000 à 1 999 salariés
402121958;41.0;2017.0;500 à 999 salariés
402171656;41.0;2017.0;500 à 999 salariés
402202386;41.0;2017.0;500 à 999 salariés
402222483;41.0;2017.0;500 à 999 salariés
402293450;41.0;2017.0;500 à 999 salariés
402850226;41.0;2017.0;500 à 999 salariés
402928766;41.0;2017.0;500 à 999 salariés
402965297;41.0;2017.0;500 à 999 salariés
402968655;42.0;2017.0;1 000 à 1 999 salariés
403080823;41.0;2017.0;500 à 999 salariés
403119431;41.0;2017.0;500 à 999 salariés
403147903;41.0;2017.0;500 à 999 salariés
403149685;41.0;2017.0;500 à 999 salariés
403201767;41.0;2017.0;500 à 999 salariés
403210032;41.0;2017.0;500 à 999 salariés
403256944;41.0;2017.0;500 à 999 salariés
403259534;42.0;2017.0;1 000 à 1 999 salariés
403335904;51.0;2017.0;2 000 à 4 999 salariés
403335938;42.0;2017.0;1 000 à 1 999 salariés
403335938;41.0;2017.0;500 à 999 salariés
403335938;42.0;2017.0;1 000 à 1 999 salariés
404162323;41.0;2017.0;500 à 999 salariés
404191447;42.0;2017.0;1 000 à 1 999 salariés
404271470;42.0;2017.0;1 000 à 1 999 salariés
404271470;42.0;2017.0;1 000 à 1 999 salariés
404432775;41.0;2017.0;500 à 999 salariés
404536922;41.0;2017.0;500 à 999 salariés
404907941;41.0;2017.0;500 à 999 salariés
407794551;41.0;2017.0;500 à 999 salariés
407985308;42.0;2017.0;1 000 à 1 999 salariés
407986074;41.0;2017.0;500 à 999 salariés
407997162;51.0;2017.0;2 000 à 4 999 salariés
408023398;41.0;2017.0;500 à 999 salariés
408024719;42.0;2017.0;1 000 à 1 999 salariés
408127553;41.0;2017.0;500 à 999 salariés
408457299;51.0;2017.0;2 000 à 4 999 salariés
409709342;41.0;2017.0;500 à 999 salariés
409887395;41.0;2017.0;500 à 999 salariés
410034607;41.0;2017.0;500 à 999 salariés
410065361;41.0;2017.0;500 à 999 salariés
410077200;41.0;2017.0;500 à 999 salariés
410118608;41.0;2017.0;500 à 999 salariés
410218010;41.0;2017.0;500 à 999 salariés
410349070;42.0;2017.0;1 000 à 1 999 salariés
410352777;42.0;2017.0;1 000 à 1 999 salariés
410355028;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;51.0;2017.0;2 000 à 4 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410409460;41.0;2017.0;500 à 999 salariés
410436158;42.0;2017.0;1 000 à 1 999 salariés
410545313;41.0;2017.0;500 à 999 salariés
411127087;41.0;2017.0;500 à 999 salariés
411198880;41.0;2017.0;500 à 999 salariés
411381346;42.0;2017.0;1 000 à 1 999 salariés
412280737;41.0;2017.0;500 à 999 salariés
412280737;41.0;2017.0;500 à 999 salariés
412280737;42.0;2017.0;1 000 à 1 999 salariés
412280737;41.0;2017.0;500 à 999 salariés
412280737;42.0;2017.0;1 000 à 1 999 salariés
412280737;41.0;2017.0;500 à 999 salariés
412280737;41.0;2017.0;500 à 999 salariés
412479347;41.0;2017.0;500 à 999 salariés
413156795;41.0;2017.0;500 à 999 salariés
414030064;41.0;2017.0;500 à 999 salariés
414496315;41.0;2017.0;500 à 999 salariés
414572248;41.0;2017.0;500 à 999 salariés
414702506;41.0;2017.0;500 à 999 salariés
414725101;51.0;2017.0;2 000 à 4 999 salariés
414725101;51.0;2017.0;2 000 à 4 999 salariés
414728337;42.0;2017.0;1 000 à 1 999 salariés
414814798;41.0;2017.0;500 à 999 salariés
414815217;42.0;2017.0;1 000 à 1 999 salariés
414815217;51.0;2017.0;2 000 à 4 999 salariés
414815217;52.0;2017.0;5 000 à 9 999 salariés
414815217;41.0;2017.0;500 à 999 salariés
414815217;41.0;2017.0;500 à 999 salariés
414815217;41.0;2017.0;500 à 999 salariés
414819409;41.0;2017.0;500 à 999 salariés
414842062;41.0;2017.0;500 à 999 salariés
414916270;41.0;2017.0;500 à 999 salariés
414967984;51.0;2017.0;2 000 à 4 999 salariés
414969584;51.0;2017.0;2 000 à 4 999 salariés
414993998;41.0;2017.0;500 à 999 salariés
414993998;41.0;2017.0;500 à 999 salariés
415176072;42.0;2017.0;1 000 à 1 999 salariés
415176072;42.0;2017.0;1 000 à 1 999 salariés
415183896;41.0;2017.0;500 à 999 salariés
415381987;41.0;2017.0;500 à 999 salariés
415550284;42.0;2017.0;1 000 à 1 999 salariés
415750660;41.0;2017.0;500 à 999 salariés
417350311;42.0;2017.0;1 000 à 1 999 salariés
417591971;41.0;2017.0;500 à 999 salariés
417617479;41.0;2017.0;500 à 999 salariés
417890589;42.0;2017.0;1 000 à 1 999 salariés
418827655;42.0;2017.0;1 000 à 1 999 salariés
418872537;41.0;2017.0;500 à 999 salariés
419392931;41.0;2017.0;500 à 999 salariés
419683818;42.0;2017.0;1 000 à 1 999 salariés
419892336;42.0;2017.0;1 000 à 1 999 salariés
419892336;41.0;2017.0;500 à 999 salariés
420418774;41.0;2017.0;500 à 999 salariés
420495178;51.0;2017.0;2 000 à 4 999 salariés
420495178;51.0;2017.0;2 000 à 4 999 salariés
420495178;42.0;2017.0;1 000 à 1 999 salariés
420495178;41.0;2017.0;500 à 999 salariés
420495178;41.0;2017.0;500 à 999 salariés
420495178;41.0;2017.0;500 à 999 salariés
420495178;41.0;2017.0;500 à 999 salariés
420495178;41.0;2017.0;500 à 999 salariés
420495178;41.0;2017.0;500 à 999 salariés
420495178;41.0;2017.0;500 à 999 salariés
420495178;51.0;2017.0;2 000 à 4 999 salariés
420495178;41.0;2017.0;500 à 999 salariés
420495178;51.0;2017.0;2 000 à 4 999 salariés
420495178;41.0;2017.0;500 à 999 salariés
420495178;53.0;2017.0;10 000 salariés et plus
420495178;42.0;2017.0;1 000 à 1 999 salariés
420495178;42.0;2017.0;1 000 à 1 999 salariés
420495178;41.0;2017.0;500 à 999 salariés
420499311;41.0;2017.0;500 à 999 salariés
420540643;42.0;2017.0;1 000 à 1 999 salariés
420559056;51.0;2017.0;2 000 à 4 999 salariés
420611386;41.0;2017.0;500 à 999 salariés
420624777;41.0;2017.0;500 à 999 salariés
420851651;41.0;2017.0;500 à 999 salariés
420916918;53.0;2017.0;10 000 salariés et plus
420916918;51.0;2017.0;2 000 à 4 999 salariés
420916918;51.0;2017.0;2 000 à 4 999 salariés
420929481;41.0;2017.0;500 à 999 salariés
420937229;41.0;2017.0;500 à 999 salariés
420956419;41.0;2017.0;500 à 999 salariés
421100645;41.0;2017.0;500 à 999 salariés
421100645;41.0;2017.0;500 à 999 salariés
421106709;41.0;2017.0;500 à 999 salariés
421106709;41.0;2017.0;500 à 999 salariés
421106709;41.0;2017.0;500 à 999 salariés
421131368;41.0;2017.0;500 à 999 salariés
421162751;41.0;2017.0;500 à 999 salariés
421174038;51.0;2017.0;2 000 à 4 999 salariés
421206079;41.0;2017.0;500 à 999 salariés
421320268;41.0;2017.0;500 à 999 salariés
421326042;41.0;2017.0;500 à 999 salariés
421356593;41.0;2017.0;500 à 999 salariés
421437591;41.0;2017.0;500 à 999 salariés
421863259;42.0;2017.0;1 000 à 1 999 salariés
422101535;41.0;2017.0;500 à 999 salariés
422101535;41.0;2017.0;500 à 999 salariés
422868851;41.0;2017.0;500 à 999 salariés
422883769;41.0;2017.0;500 à 999 salariés
423507029;41.0;2017.0;500 à 999 salariés
423507730;41.0;2017.0;500 à 999 salariés
423547439;41.0;2017.0;500 à 999 salariés
423754241;41.0;2017.0;500 à 999 salariés
423868835;41.0;2017.0;500 à 999 salariés
423888932;41.0;2017.0;500 à 999 salariés
423959287;41.0;2017.0;500 à 999 salariés
424059822;41.0;2017.0;500 à 999 salariés
424059822;42.0;2017.0;1 000 à 1 999 salariés
424210599;41.0;2017.0;500 à 999 salariés
424623759;41.0;2017.0;500 à 999 salariés
424704963;42.0;2017.0;1 000 à 1 999 salariés
424761419;41.0;2017.0;500 à 999 salariés
424982650;41.0;2017.0;500 à 999 salariés
424982650;41.0;2017.0;500 à 999 salariés
425050556;41.0;2017.0;500 à 999 salariés
425920212;41.0;2017.0;500 à 999 salariés
428210140;41.0;2017.0;500 à 999 salariés
428240287;41.0;2017.0;500 à 999 salariés
428240287;42.0;2017.0;1 000 à 1 999 salariés
428267249;41.0;2017.0;500 à 999 salariés
428268023;51.0;2017.0;2 000 à 4 999 salariés
428286496;41.0;2017.0;500 à 999 salariés
428610208;41.0;2017.0;500 à 999 salariés
428637987;41.0;2017.0;500 à 999 salariés
428677124;41.0;2017.0;500 à 999 salariés
428677124;42.0;2017.0;1 000 à 1 999 salariés
428682447;42.0;2017.0;1 000 à 1 999 salariés
428688485;41.0;2017.0;500 à 999 salariés
428689392;51.0;2017.0;2 000 à 4 999 salariés
428689392;41.0;2017.0;500 à 999 salariés
428689392;41.0;2017.0;500 à 999 salariés
428689392;41.0;2017.0;500 à 999 salariés
428689392;41.0;2017.0;500 à 999 salariés
428689392;41.0;2017.0;500 à 999 salariés
428692008;41.0;2017.0;500 à 999 salariés
428702419;41.0;2017.0;500 à 999 salariés
428706204;41.0;2017.0;500 à 999 salariés
428706204;41.0;2017.0;500 à 999 salariés
428706204;41.0;2017.0;500 à 999 salariés
428706204;41.0;2017.0;500 à 999 salariés
428709786;41.0;2017.0;500 à 999 salariés
428734123;41.0;2017.0;500 à 999 salariés
428757124;41.0;2017.0;500 à 999 salariés
428764500;51.0;2017.0;2 000 à 4 999 salariés
428764500;41.0;2017.0;500 à 999 salariés
428764500;41.0;2017.0;500 à 999 salariés
428764500;42.0;2017.0;1 000 à 1 999 salariés
428764500;41.0;2017.0;500 à 999 salariés
428764682;41.0;2017.0;500 à 999 salariés
428785042;42.0;2017.0;1 000 à 1 999 salariés
428785042;41.0;2017.0;500 à 999 salariés
428785042;41.0;2017.0;500 à 999 salariés
428785042;42.0;2017.0;1 000 à 1 999 salariés
428822852;41.0;2017.0;500 à 999 salariés
428891113;42.0;2017.0;1 000 à 1 999 salariés
428951057;41.0;2017.0;500 à 999 salariés
429853351;41.0;2017.0;500 à 999 salariés
429937519;41.0;2017.0;500 à 999 salariés
429955297;41.0;2017.0;500 à 999 salariés
430006643;42.0;2017.0;1 000 à 1 999 salariés
432123735;41.0;2017.0;500 à 999 salariés
432513356;51.0;2017.0;2 000 à 4 999 salariés
432610426;41.0;2017.0;500 à 999 salariés
432766947;51.0;2017.0;2 000 à 4 999 salariés
432766947;41.0;2017.0;500 à 999 salariés
433213519;41.0;2017.0;500 à 999 salariés
433224847;41.0;2017.0;500 à 999 salariés
433240991;51.0;2017.0;2 000 à 4 999 salariés
